dist,algo,impl,dtype,N,threads,ms,s_per_elem,ns_per_elem,mels_per_s,bytes,GB,GBps,sorted,match_ref,error,blocks,repeats,kernel_ms_avg,kernel_ms_std,total_ms_avg,total_ms_std,verified,dataset
all_equal,bitonic,gpu,uint64,10000,256,0.254930,0.000000,25.493033,39.226403,80000.000000,0.000080,0.313811,1,1,0.000000,40,3,0.234933,0.010537,0.254930,0.014522,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,10000,256,2.031536,0.000000,203.153633,4.922383,80000.000000,0.000080,0.039379,1,1,0.000000,40,3,2.017173,0.379509,2.031536,0.380528,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,100000,256,14.358344,0.000000,143.583437,6.964592,800000.000000,0.000800,0.055717,1,1,0.000000,272,3,14.311061,0.186656,14.358344,0.189052,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,100000,256,0.571159,0.000000,5.711587,175.082697,800000.000000,0.000800,1.400662,1,1,0.000000,272,3,0.465536,0.011667,0.571159,0.027480,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,100000,256,15.062741,0.000000,150.627413,6.638898,800000.000000,0.000800,0.053111,1,1,0.000000,272,3,14.966400,0.423489,15.062741,0.421610,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,1000000,256,17.609316,0.000000,17.609316,56.788123,8000000.000000,0.008000,0.454305,1,1,0.000000,272,3,17.557045,0.199799,17.609316,0.202113,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,1000000,256,3.730470,0.000000,3.730470,268.062713,8000000.000000,0.008000,2.144502,1,1,0.000000,272,3,3.547989,0.009238,3.730470,0.012130,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,1000000,256,18.306104,0.000000,18.306104,54.626587,8000000.000000,0.008000,0.437013,1,1,0.000000,272,3,18.148352,0.467056,18.306104,0.463166,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,10000000,256,48.087205,0.000000,4.808721,207.955524,80000000.000000,0.080000,1.663644,1,1,0.000000,272,3,48.029610,0.285093,48.087205,0.284767,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,10000000,256,70.568210,0.000000,7.056821,141.706868,80000000.000000,0.080000,1.133655,1,1,0.000000,272,3,69.766507,0.004168,70.568210,0.159736,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000000_min0_max999999_dtypeuint64_seed42_val0.bin
