dist,algo,impl,dtype,N,threads,ms,s_per_elem,ns_per_elem,mels_per_s,bytes,GB,GBps,sorted,match_ref,error,blocks,repeats,kernel_ms_avg,kernel_ms_std,total_ms_avg,total_ms_std,verified,dataset
all_equal,bucket_radix,gpu,uint64,10000,256,1.193430,0.000000,119.343033,8.379207,80000.000000,0.000080,0.067034,1,1,0.000000,40,3,1.184853,0.281934,1.193430,0.284003,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,100000,256,2.041657,0.000000,20.416570,48.979824,800000.000000,0.000800,0.391839,1,1,0.000000,64,3,1.998805,0.106265,2.041657,0.108298,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,100000,256,0.671156,0.000000,6.711560,148.996657,800000.000000,0.000800,1.191973,1,1,0.000000,64,3,0.609557,0.006756,0.671156,0.018676,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,100000,256,2.567062,0.000000,25.670620,38.955039,800000.000000,0.000800,0.311640,1,1,0.000000,64,3,2.543456,0.218760,2.567062,0.217156,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,1000000,256,12.605919,0.000000,12.605919,79.327814,8000000.000000,0.008000,0.634623,1,1,0.000000,64,3,12.558688,0.126399,12.605919,0.127727,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,1000000,256,5.157461,0.000000,5.157461,193.893868,8000000.000000,0.008000,1.551151,1,1,0.000000,64,3,5.035221,0.003264,5.157461,0.009815,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,1000000,256,13.702281,0.000000,13.702281,72.980552,8000000.000000,0.008000,0.583844,1,1,0.000000,64,3,13.682731,0.248354,13.702281,0.247061,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n1000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,10000000,256,114.722224,0.000000,11.472222,87.167069,80000000.000000,0.080000,0.697337,1,1,0.000000,64,3,114.674540,0.143416,114.722224,0.145474,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,10000000,256,101.809773,0.000000,10.180977,98.222398,80000000.000000,0.080000,0.785779,1,1,0.000000,64,3,100.895167,0.002233,101.809773,0.208291,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,10000000,256,123.663505,0.000000,12.366351,80.864601,80000000.000000,0.080000,0.646917,1,1,0.000000,64,3,123.648575,0.266716,123.663505,0.267601,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n10000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,radix,gpu,uint64,100000000,256,1136.585495,0.000000,11.365855,87.982823,800000000.000000,0.800000,0.703863,1,1,0.000000,64,3,1136.518036,0.134340,1136.585495,0.132362,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bitonic,gpu,uint64,100000000,256,1020.675442,0.000000,10.206754,97.974337,800000000.000000,0.800000,0.783795,1,1,0.000000,64,3,1012.656718,0.014160,1020.675442,2.177323,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000000_min0_max999999_dtypeuint64_seed42_val0.bin
all_equal,bucket_radix,gpu,uint64,100000000,256,1222.711715,0.000000,12.227117,81.785427,800000000.000000,0.800000,0.654283,1,1,0.000000,64,3,1222.679484,0.234329,1222.711715,0.232231,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/all_equal_n100000000_min0_max999999_dtypeuint64_seed42_val0.bin
reverse,radix,gpu,uint64,10000,256,1.019595,0.000000,101.959500,9.807816,80000.000000,0.000080,0.078463,1,1,0.000000,40,3,0.976341,0.107755,1.019595,0.109012,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bitonic,gpu,uint64,10000,256,0.281764,0.000000,28.176400,35.490694,80000.000000,0.000080,0.283926,1,1,0.000000,40,3,0.263883,0.007418,0.281764,0.009631,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bucket_radix,gpu,uint64,10000,256,1.210566,0.000000,121.056567,8.260601,80000.000000,0.000080,0.066085,1,1,0.000000,40,3,1.201984,0.245095,1.210566,0.246915,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,radix,gpu,uint64,100000,256,2.062964,0.000000,20.629637,48.473951,800000.000000,0.000800,0.387792,1,1,0.000000,64,3,2.020512,0.111216,2.062964,0.112825,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bitonic,gpu,uint64,100000,256,0.695623,0.000000,6.956230,143.756029,800000.000000,0.000800,1.150048,1,1,0.000000,64,3,0.632992,0.006218,0.695623,0.018589,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bucket_radix,gpu,uint64,100000,256,2.607408,0.000000,26.074077,38.352269,800000.000000,0.000800,0.306818,1,1,0.000000,64,3,2.583563,0.252188,2.607408,0.251240,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,radix,gpu,uint64,1000000,256,12.577758,0.000000,12.577758,79.505425,8000000.000000,0.008000,0.636043,1,1,0.000000,64,3,12.528619,0.101097,12.577758,0.101143,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bitonic,gpu,uint64,1000000,256,7.266993,0.000000,7.266993,137.608493,8000000.000000,0.008000,1.100868,1,1,0.000000,64,3,7.138016,0.005666,7.266993,0.006465,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bucket_radix,gpu,uint64,1000000,256,13.793795,0.000000,13.793795,72.496367,8000000.000000,0.008000,0.579971,1,1,0.000000,64,3,13.774261,0.233258,13.793795,0.231962,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,radix,gpu,uint64,10000000,256,115.586893,0.000000,11.558689,86.515000,80000000.000000,0.080000,0.692120,1,1,0.000000,64,3,115.538816,0.106435,115.586893,0.108016,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bitonic,gpu,uint64,10000000,256,133.342683,0.000000,13.334268,74.994741,80000000.000000,0.080000,0.599958,1,1,0.000000,64,3,132.436010,0.008071,133.342683,0.202366,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bucket_radix,gpu,uint64,10000000,256,124.522205,0.000000,12.452220,80.306962,80000000.000000,0.080000,0.642456,1,1,0.000000,64,3,124.504664,0.265047,124.522205,0.267180,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,radix,gpu,uint64,100000000,256,1149.874746,0.000000,11.498747,86.965994,800000000.000000,0.800000,0.695728,1,1,0.000000,64,3,1149.806152,0.153660,1149.874746,0.156088,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bitonic,gpu,uint64,100000000,256,1416.161102,0.000000,14.161611,70.613435,800000000.000000,0.800000,0.564907,1,1,0.000000,64,3,1408.130575,0.007877,1416.161102,2.187839,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
reverse,bucket_radix,gpu,uint64,100000000,256,1236.141853,0.000000,12.361419,80.896865,800000000.000000,0.800000,0.647175,1,1,0.000000,64,3,1236.109375,0.127097,1236.141853,0.125040,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/reverse_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,radix,gpu,uint64,10000,256,0.975566,0.000000,97.556567,10.250463,80000.000000,0.000080,0.082004,1,1,0.000000,40,3,0.931659,0.097013,0.975566,0.098459,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bitonic,gpu,uint64,10000,256,0.276352,0.000000,27.635233,36.185690,80000.000000,0.000080,0.289486,1,1,0.000000,40,3,0.258485,0.008019,0.276352,0.010359,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bucket_radix,gpu,uint64,10000,256,1.208876,0.000000,120.887567,8.272149,80000.000000,0.000080,0.066177,1,1,0.000000,40,3,1.200235,0.258549,1.208876,0.260611,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,radix,gpu,uint64,100000,256,2.056590,0.000000,20.565900,48.624179,800000.000000,0.000800,0.388993,1,1,0.000000,64,3,2.012608,0.131017,2.056590,0.133815,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bitonic,gpu,uint64,100000,256,0.694599,0.000000,6.945993,143.967889,800000.000000,0.000800,1.151743,1,1,0.000000,64,3,0.631797,0.006108,0.694599,0.019027,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bucket_radix,gpu,uint64,100000,256,2.423537,0.000000,24.235373,41.262001,800000.000000,0.000800,0.330096,1,1,0.000000,64,3,2.399403,0.235389,2.423537,0.234388,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,radix,gpu,uint64,1000000,256,12.687968,0.000000,12.687968,78.814825,8000000.000000,0.008000,0.630519,1,1,0.000000,64,3,12.640779,0.100021,12.687968,0.101263,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bitonic,gpu,uint64,1000000,256,7.210704,0.000000,7.210704,138.682708,8000000.000000,0.008000,1.109462,1,1,0.000000,64,3,7.078901,0.007070,7.210704,0.005489,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bucket_radix,gpu,uint64,1000000,256,13.879873,0.000000,13.879873,72.046767,8000000.000000,0.008000,0.576374,1,1,0.000000,64,3,13.860331,0.250243,13.879873,0.248829,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n1000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,radix,gpu,uint64,10000000,256,115.600825,0.000000,11.560083,86.504573,80000000.000000,0.080000,0.692037,1,1,0.000000,64,3,115.552618,0.109264,115.600825,0.110646,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bitonic,gpu,uint64,10000000,256,131.489544,0.000000,13.148954,76.051674,80000000.000000,0.080000,0.608413,1,1,0.000000,64,3,130.575185,0.012207,131.489544,0.197955,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bucket_radix,gpu,uint64,10000000,256,124.534876,0.000000,12.453488,80.298791,80000000.000000,0.080000,0.642390,1,1,0.000000,64,3,124.519117,0.283117,124.534876,0.283697,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n10000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,radix,gpu,uint64,100000000,256,1149.801624,0.000000,11.498016,86.971524,800000000.000000,0.800000,0.695772,1,1,0.000000,64,3,1149.732178,0.096459,1149.801624,0.100171,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bitonic,gpu,uint64,100000000,256,1401.576682,0.000000,14.015767,71.348219,800000000.000000,0.800000,0.570786,1,1,0.000000,64,3,1393.582275,0.019530,1401.576682,2.135796,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
sorted,bucket_radix,gpu,uint64,100000000,256,1236.121503,0.000000,12.361215,80.898196,800000000.000000,0.800000,0.647186,1,1,0.000000,64,3,1236.088582,0.159246,1236.121503,0.157477,1,/mnt/vstor/courses/csds438/sxi219/Performance-Comparison-Non-Comparison-Sorting-Algorithms/datasets_unsigned/sorted_n100000000_min0_max4294967295_dtypeuint64_seed42.bin
