dist,algo,impl,dtype,N,threads,ms,s_per_elem,ns_per_elem,mels_per_s,bytes,GB,GBps,sorted,match_ref,error
gaussian,bucket,seq,uint64,100,8,0.057377,5.7377e-07,573.77,1.74286,800,8e-07,0.0139429,true,true,"none"
gaussian,bucket,omp,uint64,100,8,0.140089,1.40089e-06,1400.89,0.713832,800,8e-07,0.00571066,true,true,"none"
gaussian,pigeonhole,seq,uint64,100,8,0.137901,1.37901e-06,1379.01,0.725158,800,8e-07,0.00580126,true,true,"none"
gaussian,pigeonhole,omp,uint64,100,8,0.108833,1.08833e-06,1088.33,0.918839,800,8e-07,0.00735071,true,true,"none"
gaussian,bitonic,seq,uint64,100,8,0.110089,1.10089e-06,1100.89,0.908356,800,8e-07,0.00726685,true,true,"none"
gaussian,bitonic,omp,uint64,100,8,0.186817,1.86817e-06,1868.17,0.535283,800,8e-07,0.00428227,true,true,"none"
reverse,radix,seq,uint64,100000000,8,11947.4,1.19474e-07,119.474,8.37005,8e+08,0.8,0.0669604,true,true,"none"
reverse,radix,omp,uint64,100000000,8,2259.73,2.25973e-08,22.5973,44.2532,8e+08,0.8,0.354025,true,true,"none"
reverse,counting,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort range too large: 4294967254"
reverse,counting,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort (OMP) range too large: 4294967254"
reverse,bucket,seq,uint64,100000000,8,13592.3,1.35923e-07,135.923,7.35711,8e+08,0.8,0.0588569,true,true,"none"
reverse,bucket,omp,uint64,100000000,8,6765.02,6.76502e-08,67.6502,14.7819,8e+08,0.8,0.118255,true,true,"none"
reverse,pigeonhole,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort range too large: 4294967254"
reverse,pigeonhole,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort (OMP) range too large: 4294967254"
reverse,bitonic,seq,uint64,100000000,8,262363,2.62363e-06,2623.63,0.381151,8e+08,0.8,0.00304921,true,true,"none"
reverse,bitonic,omp,uint64,100000000,8,48683.8,4.86838e-07,486.838,2.05407,8e+08,0.8,0.0164326,true,true,"none"
reverse,radix,seq,uint64,10000000,8,1183.9,1.1839e-07,118.39,8.44663,8e+07,0.08,0.067573,true,true,"none"
reverse,radix,omp,uint64,10000000,8,223.032,2.23032e-08,22.3032,44.8366,8e+07,0.08,0.358693,true,true,"none"
reverse,counting,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort range too large: 4294966326"
reverse,counting,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort (OMP) range too large: 4294966326"
reverse,bucket,seq,uint64,10000000,8,1356.08,1.35608e-07,135.608,7.37421,8e+07,0.08,0.0589937,true,true,"none"
reverse,bucket,omp,uint64,10000000,8,819.924,8.19924e-08,81.9924,12.1962,8e+07,0.08,0.09757,true,true,"none"
reverse,pigeonhole,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort range too large: 4294966326"
reverse,pigeonhole,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort (OMP) range too large: 4294966326"
reverse,bitonic,seq,uint64,10000000,8,24668.6,2.46686e-06,2466.86,0.405373,8e+07,0.08,0.00324298,true,true,"none"
reverse,bitonic,omp,uint64,10000000,8,4928.42,4.92842e-07,492.842,2.02905,8e+07,0.08,0.0162324,true,true,"none"
reverse,radix,seq,uint64,1000000,8,88.3648,8.83648e-08,88.3648,11.3167,8e+06,0.008,0.0905337,true,true,"none"
reverse,radix,omp,uint64,1000000,8,18.251,1.8251e-08,18.251,54.7915,8e+06,0.008,0.438332,true,true,"none"
reverse,counting,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort range too large: 4294954775"
reverse,counting,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort (OMP) range too large: 4294954775"
reverse,bucket,seq,uint64,1000000,8,207.441,2.07441e-07,207.441,4.82065,8e+06,0.008,0.0385652,true,true,"none"
reverse,bucket,omp,uint64,1000000,8,169.685,1.69685e-07,169.685,5.89328,8e+06,0.008,0.0471462,true,true,"none"
reverse,pigeonhole,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort range too large: 4294954775"
reverse,pigeonhole,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294954775"
reverse,bitonic,seq,uint64,1000000,8,1203.28,1.20328e-06,1203.28,0.831062,8e+06,0.008,0.00664849,true,true,"none"
reverse,bitonic,omp,uint64,1000000,8,218.597,2.18597e-07,218.597,4.57463,8e+06,0.008,0.0365971,true,true,"none"
reverse,radix,seq,uint64,100000,8,8.86012,8.86012e-08,88.6012,11.2865,800000,0.0008,0.0902923,true,true,"none"
reverse,radix,omp,uint64,100000,8,3.37408,3.37408e-08,33.7408,29.6377,800000,0.0008,0.237101,true,true,"none"
reverse,counting,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort range too large: 4294831263"
reverse,counting,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort (OMP) range too large: 4294831263"
reverse,bucket,seq,uint64,100000,8,39.2277,3.92277e-07,392.277,2.54922,800000,0.0008,0.0203937,true,true,"none"
reverse,bucket,omp,uint64,100000,8,39.0049,3.90049e-07,390.049,2.56378,800000,0.0008,0.0205103,true,true,"none"
reverse,pigeonhole,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort range too large: 4294831263"
reverse,pigeonhole,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294831263"
reverse,bitonic,seq,uint64,100000,8,103.809,1.03809e-06,1038.09,0.96331,800000,0.0008,0.00770648,true,true,"none"
reverse,bitonic,omp,uint64,100000,8,20.7983,2.07983e-07,207.983,4.80808,800000,0.0008,0.0384646,true,true,"none"
reverse,radix,seq,uint64,10000,8,1.29556,1.29556e-07,129.556,7.71869,80000,8e-05,0.0617496,true,true,"none"
reverse,radix,omp,uint64,10000,8,1.27015,1.27015e-07,127.015,7.87307,80000,8e-05,0.0629846,true,true,"none"
reverse,counting,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort range too large: 4293704743"
reverse,counting,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort (OMP) range too large: 4293704743"
reverse,bucket,seq,uint64,10000,8,4.01144,4.01144e-07,401.144,2.49287,80000,8e-05,0.0199429,true,true,"none"
reverse,bucket,omp,uint64,10000,8,4.25785,4.25785e-07,425.785,2.3486,80000,8e-05,0.0187888,true,true,"none"
reverse,pigeonhole,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort range too large: 4293704743"
reverse,pigeonhole,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort (OMP) range too large: 4293704743"
reverse,bitonic,seq,uint64,10000,8,8.52236,8.52236e-07,852.236,1.17338,80000,8e-05,0.00938707,true,true,"none"
reverse,bitonic,omp,uint64,10000,8,3.03543,3.03543e-07,303.543,3.29443,80000,8e-05,0.0263554,true,true,"none"
reverse,radix,seq,uint64,1000,8,0.259121,2.59121e-07,259.121,3.8592,8000,8e-06,0.0308736,true,true,"none"
reverse,radix,omp,uint64,1000,8,0.9133,9.133e-07,913.3,1.09493,8000,8e-06,0.00875944,true,true,"none"
reverse,counting,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort range too large: 4283027776"
reverse,counting,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort (OMP) range too large: 4283027776"
reverse,bucket,seq,uint64,1000,8,0.934875,9.34875e-07,934.875,1.06966,8000,8e-06,0.00855729,true,true,"none"
reverse,bucket,omp,uint64,1000,8,0.947339,9.47339e-07,947.339,1.05559,8000,8e-06,0.00844471,true,true,"none"
reverse,pigeonhole,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort range too large: 4283027776"
reverse,pigeonhole,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort (OMP) range too large: 4283027776"
reverse,bitonic,seq,uint64,1000,8,0.914904,9.14904e-07,914.904,1.09301,8000,8e-06,0.00874409,true,true,"none"
reverse,bitonic,omp,uint64,1000,8,0.63867,6.3867e-07,638.67,1.56575,8000,8e-06,0.012526,true,true,"none"
reverse,radix,seq,uint64,100,8,0.062978,6.2978e-07,629.78,1.58786,800,8e-07,0.0127028,true,true,"none"
reverse,radix,omp,uint64,100,8,0.916041,9.16041e-06,9160.41,0.109165,800,8e-07,0.000873323,true,true,"none"
reverse,counting,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort range too large: 4258171451"
reverse,counting,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort (OMP) range too large: 4258171451"
reverse,bucket,seq,uint64,100,8,0.192314,1.92314e-06,1923.14,0.519983,800,8e-07,0.00415986,true,true,"none"
reverse,bucket,omp,uint64,100,8,0.180507,1.80507e-06,1805.07,0.553995,800,8e-07,0.00443196,true,true,"none"
reverse,pigeonhole,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort range too large: 4258171451"
reverse,pigeonhole,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort (OMP) range too large: 4258171451"
reverse,bitonic,seq,uint64,100,8,0.109423,1.09423e-06,1094.23,0.913885,800,8e-07,0.00731108,true,true,"none"
reverse,bitonic,omp,uint64,100,8,0.191205,1.91205e-06,1912.05,0.522999,800,8e-07,0.00418399,true,true,"none"
sorted,radix,seq,uint64,100000000,8,12221.4,1.22214e-07,122.214,8.18234,8e+08,0.8,0.0654587,true,true,"none"
sorted,radix,omp,uint64,100000000,8,2253.88,2.25388e-08,22.5388,44.3679,8e+08,0.8,0.354943,true,true,"none"
sorted,counting,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort range too large: 4294967254"
sorted,counting,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort (OMP) range too large: 4294967254"
sorted,bucket,seq,uint64,100000000,8,14344.4,1.43444e-07,143.444,6.97139,8e+08,0.8,0.0557711,true,true,"none"
sorted,bucket,omp,uint64,100000000,8,6843.74,6.84374e-08,68.4374,14.6119,8e+08,0.8,0.116895,true,true,"none"
sorted,pigeonhole,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort range too large: 4294967254"
sorted,pigeonhole,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort (OMP) range too large: 4294967254"
sorted,bitonic,seq,uint64,100000000,8,260280,2.6028e-06,2602.8,0.384202,8e+08,0.8,0.00307362,true,true,"none"
sorted,bitonic,omp,uint64,100000000,8,48489.4,4.84894e-07,484.894,2.0623,8e+08,0.8,0.0164984,true,true,"none"
sorted,radix,seq,uint64,10000000,8,1162.32,1.16232e-07,116.232,8.60345,8e+07,0.08,0.0688276,true,true,"none"
sorted,radix,omp,uint64,10000000,8,211.255,2.11255e-08,21.1255,47.3361,8e+07,0.08,0.378689,true,true,"none"
sorted,counting,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort range too large: 4294966326"
sorted,counting,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort (OMP) range too large: 4294966326"
sorted,bucket,seq,uint64,10000000,8,1344.96,1.34496e-07,134.496,7.43517,8e+07,0.08,0.0594814,true,true,"none"
sorted,bucket,omp,uint64,10000000,8,805.522,8.05522e-08,80.5522,12.4143,8e+07,0.08,0.0993145,true,true,"none"
sorted,pigeonhole,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort range too large: 4294966326"
sorted,pigeonhole,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort (OMP) range too large: 4294966326"
sorted,bitonic,seq,uint64,10000000,8,24448.1,2.44481e-06,2444.81,0.409029,8e+07,0.08,0.00327223,true,true,"none"
sorted,bitonic,omp,uint64,10000000,8,4897.18,4.89718e-07,489.718,2.04199,8e+07,0.08,0.0163359,true,true,"none"
sorted,radix,seq,uint64,1000000,8,88.3837,8.83837e-08,88.3837,11.3143,8e+06,0.008,0.0905145,true,true,"none"
sorted,radix,omp,uint64,1000000,8,18.5749,1.85749e-08,18.5749,53.8362,8e+06,0.008,0.430689,true,true,"none"
sorted,counting,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort range too large: 4294954775"
sorted,counting,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort (OMP) range too large: 4294954775"
sorted,bucket,seq,uint64,1000000,8,181.546,1.81546e-07,181.546,5.50825,8e+06,0.008,0.044066,true,true,"none"
sorted,bucket,omp,uint64,1000000,8,165.196,1.65196e-07,165.196,6.05341,8e+06,0.008,0.0484273,true,true,"none"
sorted,pigeonhole,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort range too large: 4294954775"
sorted,pigeonhole,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294954775"
sorted,bitonic,seq,uint64,1000000,8,1202.22,1.20222e-06,1202.22,0.831796,8e+06,0.008,0.00665437,true,true,"none"
sorted,bitonic,omp,uint64,1000000,8,219.391,2.19391e-07,219.391,4.55808,8e+06,0.008,0.0364646,true,true,"none"
sorted,radix,seq,uint64,100000,8,8.92632,8.92632e-08,89.2632,11.2028,800000,0.0008,0.0896226,true,true,"none"
sorted,radix,omp,uint64,100000,8,3.63549,3.63549e-08,36.3549,27.5066,800000,0.0008,0.220053,true,true,"none"
sorted,counting,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort range too large: 4294831263"
sorted,counting,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort (OMP) range too large: 4294831263"
sorted,bucket,seq,uint64,100000,8,38.1912,3.81912e-07,381.912,2.61841,800000,0.0008,0.0209473,true,true,"none"
sorted,bucket,omp,uint64,100000,8,38.1311,3.81311e-07,381.311,2.62253,800000,0.0008,0.0209802,true,true,"none"
sorted,pigeonhole,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort range too large: 4294831263"
sorted,pigeonhole,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294831263"
sorted,bitonic,seq,uint64,100000,8,101.613,1.01613e-06,1016.13,0.984127,800000,0.0008,0.00787302,true,true,"none"
sorted,bitonic,omp,uint64,100000,8,20.7299,2.07299e-07,207.299,4.82396,800000,0.0008,0.0385917,true,true,"none"
sorted,radix,seq,uint64,10000,8,1.6174,1.6174e-07,161.74,6.18275,80000,8e-05,0.049462,true,true,"none"
sorted,radix,omp,uint64,10000,8,1.17341,1.17341e-07,117.341,8.52214,80000,8e-05,0.0681771,true,true,"none"
sorted,counting,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort range too large: 4293704743"
sorted,counting,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort (OMP) range too large: 4293704743"
sorted,bucket,seq,uint64,10000,8,3.82272,3.82272e-07,382.272,2.61594,80000,8e-05,0.0209275,true,true,"none"
sorted,bucket,omp,uint64,10000,8,4.22161,4.22161e-07,422.161,2.36877,80000,8e-05,0.0189501,true,true,"none"
sorted,pigeonhole,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort range too large: 4293704743"
sorted,pigeonhole,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort (OMP) range too large: 4293704743"
sorted,bitonic,seq,uint64,10000,8,8.25506,8.25506e-07,825.506,1.21138,80000,8e-05,0.00969102,true,true,"none"
sorted,bitonic,omp,uint64,10000,8,3.61357,3.61357e-07,361.357,2.76734,80000,8e-05,0.0221388,true,true,"none"
sorted,radix,seq,uint64,1000,8,0.334822,3.34822e-07,334.822,2.98666,8000,8e-06,0.0238933,true,true,"none"
sorted,radix,omp,uint64,1000,8,0.929599,9.29599e-07,929.599,1.07573,8000,8e-06,0.00860586,true,true,"none"
sorted,counting,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort range too large: 4283027776"
sorted,counting,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort (OMP) range too large: 4283027776"
sorted,bucket,seq,uint64,1000,8,1.12736,1.12736e-06,1127.36,0.887027,8000,8e-06,0.00709621,true,true,"none"
sorted,bucket,omp,uint64,1000,8,1.07403,1.07403e-06,1074.03,0.931074,8000,8e-06,0.00744859,true,true,"none"
sorted,pigeonhole,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort range too large: 4283027776"
sorted,pigeonhole,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort (OMP) range too large: 4283027776"
sorted,bitonic,seq,uint64,1000,8,0.839203,8.39203e-07,839.203,1.19161,8000,8e-06,0.00953285,true,true,"none"
sorted,bitonic,omp,uint64,1000,8,0.58747,5.8747e-07,587.47,1.70221,8000,8e-06,0.0136177,true,true,"none"
sorted,radix,seq,uint64,100,8,0.062472,6.2472e-07,624.72,1.60072,800,8e-07,0.0128057,true,true,"none"
sorted,radix,omp,uint64,100,8,0.920235,9.20235e-06,9202.35,0.108668,800,8e-07,0.000869343,true,true,"none"
sorted,counting,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort range too large: 4258171451"
sorted,counting,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort (OMP) range too large: 4258171451"
sorted,bucket,seq,uint64,100,8,0.187376,1.87376e-06,1873.76,0.533686,800,8e-07,0.00426949,true,true,"none"
sorted,bucket,omp,uint64,100,8,0.159514,1.59514e-06,1595.14,0.626904,800,8e-07,0.00501523,true,true,"none"
sorted,pigeonhole,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort range too large: 4258171451"
sorted,pigeonhole,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort (OMP) range too large: 4258171451"
sorted,bitonic,seq,uint64,100,8,0.103351,1.03351e-06,1033.51,0.967577,800,8e-07,0.00774061,true,true,"none"
sorted,bitonic,omp,uint64,100,8,0.173891,1.73891e-06,1738.91,0.575073,800,8e-07,0.00460058,true,true,"none"
staggered,radix,seq,uint64,100000000,8,11944.8,1.19448e-07,119.448,8.37187,8e+08,0.8,0.066975,true,true,"none"
staggered,radix,omp,uint64,100000000,8,2274.51,2.27451e-08,22.7451,43.9654,8e+08,0.8,0.351723,true,true,"none"
staggered,counting,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort range too large: 4294967232"
staggered,counting,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Counting sort (OMP) range too large: 4294967232"
staggered,bucket,seq,uint64,100000000,8,13933.7,1.39337e-07,139.337,7.17683,8e+08,0.8,0.0574146,true,true,"none"
staggered,bucket,omp,uint64,100000000,8,6798.12,6.79812e-08,67.9812,14.7099,8e+08,0.8,0.11768,true,true,"none"
staggered,pigeonhole,seq,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort range too large: 4294967232"
staggered,pigeonhole,omp,uint64,100000000,8,0,0,0,0,8e+08,0.8,0,false,false,"Pigeonhole sort (OMP) range too large: 4294967232"
staggered,bitonic,seq,uint64,100000000,8,261402,2.61402e-06,2614.02,0.382553,8e+08,0.8,0.00306043,true,true,"none"
staggered,bitonic,omp,uint64,100000000,8,48097.5,4.80975e-07,480.975,2.07911,8e+08,0.8,0.0166329,true,true,"none"
staggered,radix,seq,uint64,10000000,8,1157.34,1.15734e-07,115.734,8.64049,8e+07,0.08,0.069124,true,true,"none"
staggered,radix,omp,uint64,10000000,8,220.954,2.20954e-08,22.0954,45.2584,8e+07,0.08,0.362067,true,true,"none"
staggered,counting,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort range too large: 4294964441"
staggered,counting,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Counting sort (OMP) range too large: 4294964441"
staggered,bucket,seq,uint64,10000000,8,1370.83,1.37083e-07,137.083,7.29484,8e+07,0.08,0.0583587,true,true,"none"
staggered,bucket,omp,uint64,10000000,8,818.147,8.18147e-08,81.8147,12.2227,8e+07,0.08,0.097782,true,true,"none"
staggered,pigeonhole,seq,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort range too large: 4294964441"
staggered,pigeonhole,omp,uint64,10000000,8,0,0,0,0,8e+07,0.08,0,false,false,"Pigeonhole sort (OMP) range too large: 4294964441"
staggered,bitonic,seq,uint64,10000000,8,24385.4,2.43854e-06,2438.54,0.410081,8e+07,0.08,0.00328065,true,true,"none"
staggered,bitonic,omp,uint64,10000000,8,4821.51,4.82151e-07,482.151,2.07404,8e+07,0.08,0.0165923,true,true,"none"
staggered,radix,seq,uint64,1000000,8,87.92,8.792e-08,87.92,11.374,8e+06,0.008,0.0909918,true,true,"none"
staggered,radix,omp,uint64,1000000,8,17.564,1.7564e-08,17.564,56.9346,8e+06,0.008,0.455477,true,true,"none"
staggered,counting,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort range too large: 4294960976"
staggered,counting,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Counting sort (OMP) range too large: 4294960976"
staggered,bucket,seq,uint64,1000000,8,195.889,1.95889e-07,195.889,5.10494,8e+06,0.008,0.0408395,true,true,"none"
staggered,bucket,omp,uint64,1000000,8,166.624,1.66624e-07,166.624,6.00152,8e+06,0.008,0.0480122,true,true,"none"
staggered,pigeonhole,seq,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort range too large: 4294960976"
staggered,pigeonhole,omp,uint64,1000000,8,0,0,0,0,8e+06,0.008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294960976"
staggered,bitonic,seq,uint64,1000000,8,1192.71,1.19271e-06,1192.71,0.838427,8e+06,0.008,0.00670742,true,true,"none"
staggered,bitonic,omp,uint64,1000000,8,216.613,2.16613e-07,216.613,4.61652,8e+06,0.008,0.0369322,true,true,"none"
staggered,radix,seq,uint64,100000,8,8.85007,8.85007e-08,88.5007,11.2993,800000,0.0008,0.0903948,true,true,"none"
staggered,radix,omp,uint64,100000,8,3.38014,3.38014e-08,33.8014,29.5846,800000,0.0008,0.236677,true,true,"none"
staggered,counting,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort range too large: 4294917840"
staggered,counting,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Counting sort (OMP) range too large: 4294917840"
staggered,bucket,seq,uint64,100000,8,38.7543,3.87543e-07,387.543,2.58036,800000,0.0008,0.0206428,true,true,"none"
staggered,bucket,omp,uint64,100000,8,38.3955,3.83955e-07,383.955,2.60447,800000,0.0008,0.0208358,true,true,"none"
staggered,pigeonhole,seq,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort range too large: 4294917840"
staggered,pigeonhole,omp,uint64,100000,8,0,0,0,0,800000,0.0008,0,false,false,"Pigeonhole sort (OMP) range too large: 4294917840"
staggered,bitonic,seq,uint64,100000,8,102.564,1.02564e-06,1025.64,0.974998,800000,0.0008,0.00779999,true,true,"none"
staggered,bitonic,omp,uint64,100000,8,20.4718,2.04718e-07,204.718,4.88477,800000,0.0008,0.0390782,true,true,"none"
staggered,radix,seq,uint64,10000,8,1.79803,1.79803e-07,179.803,5.56164,80000,8e-05,0.0444931,true,true,"none"
staggered,radix,omp,uint64,10000,8,1.37707,1.37707e-07,137.707,7.26178,80000,8e-05,0.0580943,true,true,"none"
staggered,counting,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort range too large: 4294672120"
staggered,counting,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Counting sort (OMP) range too large: 4294672120"
staggered,bucket,seq,uint64,10000,8,3.94137,3.94137e-07,394.137,2.53719,80000,8e-05,0.0202975,true,true,"none"
staggered,bucket,omp,uint64,10000,8,4.4506,4.4506e-07,445.06,2.24689,80000,8e-05,0.0179751,true,true,"none"
staggered,pigeonhole,seq,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort range too large: 4294672120"
staggered,pigeonhole,omp,uint64,10000,8,0,0,0,0,80000,8e-05,0,false,false,"Pigeonhole sort (OMP) range too large: 4294672120"
staggered,bitonic,seq,uint64,10000,8,8.72248,8.72248e-07,872.248,1.14646,80000,8e-05,0.0091717,true,true,"none"
staggered,bitonic,omp,uint64,10000,8,3.63012,3.63012e-07,363.012,2.75473,80000,8e-05,0.0220378,true,true,"none"
staggered,radix,seq,uint64,1000,8,0.372478,3.72478e-07,372.478,2.68472,8000,8e-06,0.0214778,true,true,"none"
staggered,radix,omp,uint64,1000,8,0.936065,9.36065e-07,936.065,1.0683,8000,8e-06,0.00854642,true,true,"none"
staggered,counting,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort range too large: 4289481712"
staggered,counting,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Counting sort (OMP) range too large: 4289481712"
staggered,bucket,seq,uint64,1000,8,1.34753,1.34753e-06,1347.53,0.742099,8000,8e-06,0.00593679,true,true,"none"
staggered,bucket,omp,uint64,1000,8,1.1606,1.1606e-06,1160.6,0.861627,8000,8e-06,0.00689302,true,true,"none"
staggered,pigeonhole,seq,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort range too large: 4289481712"
staggered,pigeonhole,omp,uint64,1000,8,0,0,0,0,8000,8e-06,0,false,false,"Pigeonhole sort (OMP) range too large: 4289481712"
staggered,bitonic,seq,uint64,1000,8,0.852059,8.52059e-07,852.059,1.17363,8000,8e-06,0.00938902,true,true,"none"
staggered,bitonic,omp,uint64,1000,8,0.599719,5.99719e-07,599.719,1.66745,8000,8e-06,0.0133396,true,true,"none"
staggered,radix,seq,uint64,100,8,0.06353,6.353e-07,635.3,1.57406,800,8e-07,0.0125925,true,true,"none"
staggered,radix,omp,uint64,100,8,0.829624,8.29624e-06,8296.24,0.120537,800,8e-07,0.000964292,true,true,"none"
staggered,counting,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort range too large: 4235034059"
staggered,counting,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Counting sort (OMP) range too large: 4235034059"
staggered,bucket,seq,uint64,100,8,0.191936,1.91936e-06,1919.36,0.521007,800,8e-07,0.00416806,true,true,"none"
staggered,bucket,omp,uint64,100,8,0.194565,1.94565e-06,1945.65,0.513967,800,8e-07,0.00411174,true,true,"none"
staggered,pigeonhole,seq,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort range too large: 4235034059"
staggered,pigeonhole,omp,uint64,100,8,0,0,0,0,800,8e-07,0,false,false,"Pigeonhole sort (OMP) range too large: 4235034059"
staggered,bitonic,seq,uint64,100,8,0.107065,1.07065e-06,1070.65,0.934012,800,8e-07,0.0074721,true,true,"none"
